title,quarter,OperatingCashFlow,InvestingCashFlow,FinancingCashFlow,IncreaseInCashAndCashEquivalents,EndCashPosition
세종메디칼,18년 12월,18.4,-195.4,181.4,4.9,47.6
세종메디칼,19년 12월,44.8,-59.1,-7.1,-21.4,26.2
세종텔레콤,15년 12월,171.7,-110.6,-95.4,-34.3,10.7
세종텔레콤,16년 12월,210.2,-638.3,597.9,169.7,180.4
세종텔레콤,17년 12월,244.5,"-1,675.2","1,792.0",361.1,541.5
세종텔레콤,18년 12월,8.5,-278.2,-200.0,-469.4,72.1
세종텔레콤,19년 12월,-36.9,157.2,1.3,121.8,193.9
세중,15년 12월,269.1,1.9,-54.4,221.1,319.4
세중,16년 12월,307.2,-113.1,-8.8,189.0,508.4
세중,17년 12월,-40.3,13.2,-151.7,-184.5,323.9
세중,18년 12월,68.1,-136.7,-22.7,-90.9,233.0
세중,19년 12월,44.2,-149.6,138.8,31.7,264.8
세진티에스,15년 12월,3.7,-10.2,0.2,-6.0,37.2
세진티에스,16년 12월,14.8,-21.6,0.2,-7.6,29.6
세진티에스,17년 12월,2.8,5.3,-0.1,6.3,35.9
세진티에스,18년 12월,16.3,-28.6, ,-12.3,23.6
세진티에스,19년 12월,12.4,6.2,-3.5,15.6,39.2
세코닉스,15년 12월,241.2,-434.4,83.7,-116.0,72.2
세코닉스,16년 12월,305.7,-483.9,191.7,11.1,83.3
세코닉스,17년 12월,158.3,-479.2,351.2,24.9,108.2
세코닉스,18년 12월,67.4,-297.1,275.9,47.9,156.1
세코닉스,19년 12월,230.3,-254.7,3.2,-19.6,136.5
세틀뱅크,15년 12월,107.2,-38.6,-10.0,58.6,202.3
세틀뱅크,16년 12월,101.0,-74.6,-10.0,16.4,218.7
세틀뱅크,17년 12월,415.2,167.9,4.3,587.4,806.1
세틀뱅크,18년 12월,118.9,-86.9, ,32.0,838.1
세틀뱅크,19년 12월,117.2,-554.9,397.7,-40.0,798.1
세화피앤씨,15년 12월,21.4,2.9,-29.2,-4.8,13.5
세화피앤씨,16년 12월,33.9,-45.4,17.5,6.0,19.5
세화피앤씨,17년 12월,9.1,117.1,-93.5,32.7,52.2
세화피앤씨,18년 12월,-28.5,-11.6,12.5,-27.6,24.6
세화피앤씨,19년 12월,25.5,-1.0,-17.4,7.1,31.7
센트럴바이오,15년 12월,-61.6,8.6,96.3,43.3,103.0
센트럴바이오,16년 12월,6.4,-34.7,-28.7,-57.0,46.0
센트럴바이오,17년 12월,-3.8,-3.9,-33.3,-40.3,5.7
센트럴바이오,18년 12월,6.6,6.6,-2.7,10.5,16.2
센트럴바이오,19년 12월,-65.6,-122.9,190.7,3.0,19.2
셀레믹스,15년 12월,-24.8,-7.6,19.3,-13.1,2.7
셀레믹스,16년 12월,-37.8,-5.1,52.8,9.9,12.6
셀레믹스,17년 12월, , , , , 
셀레믹스,18년 12월, , , , , 
셀레믹스,19년 12월,-53.7,23.1,21.8,-8.7,9.6
셀루메드,15년 12월,-46.2,-135.3,216.8,35.4,51.2
셀루메드,16년 12월,-42.8,-37.5,76.9,-3.4,47.8
셀루메드,17년 12월,-50.7,-44.8,66.2,-26.9,20.9
셀루메드,18년 12월,-17.8,-13.9,92.1,59.6,80.6
셀루메드,19년 12월,4.7,-172.1,248.3,80.8,161.4
셀리드,15년 12월, , , , , 
셀리드,16년 12월,-15.0,2.0,24.8,11.7,15.9
셀리드,17년 12월,-13.7,-3.1,26.0,9.2,25.1
셀리드,18년 12월,-19.9,-108.1,111.8,-16.2,8.9
셀리드,19년 12월,-19.2,-371.0,398.2,7.9,16.8
셀리버리,15년 12월,-35.5,-22.6,68.9,10.9,11.2
셀리버리,16년 12월,-31.5,6.7,14.4,-10.4,0.8
셀리버리,17년 12월,-5.3,-30.3,69.4,33.9,34.7
셀리버리,18년 12월,-26.4,-339.4,340.9,-24.9,9.8
셀리버리,19년 12월,-115.8,88.7,29.8,2.6,12.5
셀바스AI,15년 12월,-46.0,-146.4,244.9,52.7,116.5
셀바스AI,16년 12월,-96.3,-88.4,135.4,-50.0,66.5
셀바스AI,17년 12월,9.2,-38.2,78.5,48.5,115.1
셀바스AI,18년 12월,-87.3,-9.2,39.9,-56.7,58.4
셀바스AI,19년 12월,42.9,109.7,-17.3,135.2,193.5
셀바스헬스케어,15년 12월,-12.5,-159.8,247.9,75.8,92.2
셀바스헬스케어,16년 12월,-62.3,74.1,-56.2,-45.0,47.1
셀바스헬스케어,17년 12월,-43.0,-78.5,108.3,-14.3,32.9
셀바스헬스케어,18년 12월,-69.0,-6.4,56.9,-18.6,14.3
셀바스헬스케어,19년 12월,36.9,10.7,67.7,115.1,129.4
셀트리온제약,15년 12월,133.6,-677.7,605.3,61.4,97.0
셀트리온제약,16년 12월,-152.1,-86.3,243.2,4.9,101.9
셀트리온제약,17년 12월,-47.2,-9.7,11.6,-45.6,56.4
셀트리온제약,18년 12월,143.1,-73.3,-35.1,34.8,91.2
셀트리온제약,19년 12월,278.5,-344.7,82.6,16.5,107.6
셀트리온헬스케어,15년 12월,320.1,-3.7,-9.1,324.4,368.6
셀트리온헬스케어,16년 12월,304.4,-1.6,217.9,590.1,958.7
셀트리온헬스케어,17년 12월,"-1,943.0","-5,209.9","8,653.0","1,555.0","2,513.7"
셀트리온헬스케어,18년 12월,"-1,842.3","2,530.2",-831.1,-110.0,"2,403.7"
셀트리온헬스케어,19년 12월,"-1,638.4","1,642.4",857.5,566.0,"2,969.7"
소리바다,15년 12월,-37.1,-3.0,6.8,-33.2,52.7
소리바다,16년 12월,-60.7,-185.8,288.9,42.4,95.0
소리바다,17년 12월,-54.4,-191.5,206.7,-39.1,55.9
소리바다,18년 12월,-94.1,-94.4,168.0,-20.6,35.4
소리바다,19년 12월,-2.2,-43.3,18.0,-27.5,7.8
소마젠,15년 12월, , , , , 
소마젠,16년 12월, , , , , 
소마젠,17년 12월, , , , , 
소마젠,18년 12월,35.2,-6.9,-14.4,13.9,58.2
소마젠,19년 12월,-17.4,-94.6,64.9,-47.1,13.2
소프트센,15년 12월,-42.1,-16.7,-20.3,-79.1,67.1
소프트센,16년 12월,-114.9,-33.5,125.4,-23.1,44.1
소프트센,17년 12월,144.4,-55.9,73.8,162.3,206.4
소프트센,18년 12월,-172.4,-83.5,82.4,-173.5,32.8
소프트센,19년 12월,367.5,218.0,-216.1,369.4,402.2
소프트캠프,15년 12월,22.3,-6.9,-14.5,1.0,25.0
소프트캠프,16년 12월,3.0,-19.2,-4.2,-20.5,4.6
소프트캠프,17년 12월,26.5,1.1,-11.4,16.2,20.8
소프트캠프,18년 12월,14.3,-10.0,-12.4,-8.1,12.7
소프트캠프,19년 12월,61.0,1.8,-22.4,40.5,55.1
손오공,15년 12월,120.1,2.3,-84.5,37.9,59.4
손오공,16년 12월,3.1,3.1,-24.6,-18.4,41.0
손오공,17년 12월,-5.0,8.9,-31.2,-27.4,13.6
손오공,18년 12월,12.2,-0.8,-9.5,2.0,15.6
손오공,19년 12월,-30.0,-36.3,68.4,2.1,17.7
솔고바이오,15년 12월,-41.6,4.5,53.7,16.6,48.9
솔고바이오,16년 12월,-62.0,-7.0,41.9,-27.0,21.8
솔고바이오,17년 12월,-83.4,-127.4,232.7,21.3,43.1
솔고바이오,18년 12월,-76.0,-119.1,241.5,46.5,89.6
솔고바이오,19년 12월,-67.4,6.5,0.0,-61.1,28.5
솔루에타,15년 12월,185.9,-132.9,-14.4,38.6,210.8
솔루에타,16년 12월,150.0,-545.9,310.2,-66.3,144.5
솔루에타,17년 12월,-10.2,-40.2,-8.3,89.2,233.8
솔루에타,18년 12월,30.7,-120.2,-10.3,-100.0,133.8
솔루에타,19년 12월,79.8,-44.2,6.1,41.5,175.3
솔본,15년 12월,70.0,-75.7,0.8,15.3,514.4
솔본,16년 12월,13.3,-3.6,4.0,18.3,532.6
솔본,17년 12월,38.5,-256.7,19.0,-213.1,319.6
솔본,18년 12월,57.1,-147.1,-52.8,-136.6,183.0
솔본,19년 12월,136.7,-78.2,-16.4,45.4,228.3
솔브레인,15년 12월, , , , , 
솔브레인,16년 12월, , , , , 
솔브레인,17년 12월, , , , , 
솔브레인,18년 12월, , , , , 
솔브레인,19년 12월, , , , , 
솔브레인홀딩스,15년 12월,"1,203.7","-1,706.9",485.0,-2.5,861.4
솔브레인홀딩스,16년 12월,"1,418.6",-768.5,-154.2,518.5,"1,379.9"
솔브레인홀딩스,17년 12월,"1,126.8",-474.6,177.1,723.2,"2,103.1"
솔브레인홀딩스,18년 12월,"1,857.4","-2,024.2",-121.2,-264.5,"1,838.6"
솔브레인홀딩스,19년 12월,"1,951.1",-437.4,139.1,"1,624.9","3,463.5"
솔트룩스,15년 12월,10.0,-7.3,4.5,7.2,35.0
솔트룩스,16년 12월,5.7,-9.1,-0.6,-4.0,31.0
솔트룩스,17년 12월,11.1,-7.6,76.8,80.3,113.4
솔트룩스,18년 12월,-25.4,-210.0,243.7,8.4,121.8
솔트룩스,19년 12월,16.4,-69.8,-8.5,-62.1,59.7
솔트웍스,15년 12월,2.8,1.1,-2.2,1.7,4.4
솔트웍스,16년 12월,-3.1,29.5,-5.2,25.2,29.6
솔트웍스,17년 12월,7.9,-148.7,114.2,4.6,34.2
솔트웍스,18년 12월,44.8,-80.3,58.1,22.5,56.8
솔트웍스,19년 12월,-13.3,3.6,43.7,48.1,104.8
쇼박스,15년 12월,869.5,-532.6,-3.0,335.1,570.2
쇼박스,16년 12월,-59.6,544.7,-31.2,453.8,"1,023.9"
쇼박스,17년 12월,25.4,-371.9,-31.2,-384.5,639.4
쇼박스,18년 12월,-518.7,28.2,-31.2,-521.8,117.7
쇼박스,19년 12월,-1.5,-12.7,-34.3,-49.3,68.3
수산아이앤티,15년 12월,52.4,-52.0,-6.2,-5.7,27.7
수산아이앤티,16년 12월,68.0,-266.0,188.7,-9.3,18.4
수산아이앤티,17년 12월,43.9,-42.7,-8.4,-7.2,11.2
수산아이앤티,18년 12월,51.8,-49.2,-8.6,-6.0,5.2
수산아이앤티,19년 12월,54.3,-40.0,-5.3,9.0,14.2
수성,15년 12월,54.7,30.1,-62.1,22.8,41.4
수성,16년 12월,49.4,8.1,-50.4,7.6,49.1
수성,17년 12월,-79.5,-251.1,307.5,-23.3,25.7
수성,18년 12월,-80.8,70.6,3.8,-6.7,19.0
수성,19년 12월,-41.6,-12.0,54.7,1.1,20.1
수젠텍,15년 12월,-12.0,-42.1,0.3,-53.8,2.9
수젠텍,16년 12월,-13.4,-29.1,42.3,-0.2,2.7
수젠텍,17년 12월,-21.5,-124.1,162.5,17.0,19.7
수젠텍,18년 12월,-31.3,-70.2,93.2,-8.3,11.4
수젠텍,19년 12월,-40.1,-212.4,267.5,15.0,26.3
슈펙스비앤피,15년 12월,-49.7,-9.2,56.0,-2.5,37.2
슈펙스비앤피,16년 12월,-110.7,-165.2,265.3,-10.4,26.8
슈펙스비앤피,17년 12월,-191.7,-210.2,511.6,109.8,136.6
슈펙스비앤피,18년 12월,-8.4,-898.0,915.4,9.1,145.6
슈펙스비앤피,19년 12월,54.2,-113.5,-27.8,-87.0,58.6
슈프리마,15년 12월, , , , ,128.4
슈프리마,16년 12월,133.1,48.2, ,190.9,319.2
슈프리마,17년 12월,111.2,-97.3,0.1,-6.7,312.6
슈프리마,18년 12월,149.2,-340.9,0.0,-188.1,124.4
슈프리마,19년 12월,267.9,-251.6,16.0,31.6,156.0
슈프리마아이디,15년 12월, , , , , 
슈프리마아이디,16년 12월, , , , , 
슈프리마아이디,17년 12월,17.2,-1.4, ,15.8,35.2
슈프리마아이디,18년 12월,46.8,-57.0,48.5,38.0,73.2
슈프리마아이디,19년 12월,16.1,-202.1,173.3,-12.0,61.2
슈프리마에이치큐,15년 12월,196.7,-120.1,-213.0,-136.4,150.9
슈프리마에이치큐,16년 12월,51.9,-23.6,-8.4,21.3,172.2
슈프리마에이치큐,17년 12월,44.7,-87.5, ,-40.6,131.6
슈프리마에이치큐,18년 12월,95.7,-152.8,52.2,-4.0,127.6
슈프리마에이치큐,19년 12월,42.2,-265.0,210.8,-11.2,116.4
슈피겐코리아,15년 12월,427.6,-416.0,-65.1,-46.1,292.7
슈피겐코리아,16년 12월,281.6,-45.8,-37.1,206.1,498.8
슈피겐코리아,17년 12월,359.2,-259.3,-34.7,51.9,550.6
슈피겐코리아,18년 12월,379.9,-367.6,-41.9,-20.8,529.8
슈피겐코리아,19년 12월,326.2,-238.1,-101.4,-13.3,516.5
스맥,15년 12월,-75.1,-20.8,-62.5,-158.4,47.4
스맥,16년 12월,126.7,-98.6,109.0,137.0,184.9
스맥,17년 12월,49.1,-11.1,-102.9,-65.7,119.3
스맥,18년 12월,-104.7,-56.5,149.3,-12.0,107.2
스맥,19년 12월,-142.8,-30.5,122.6,-50.2,57.1
스카이문스테크놀로지,15년 12월,48.6,-62.5, ,-13.7,27.3
스카이문스테크놀로지,16년 12월,-11.3,0.8, ,-10.6,16.8
스카이문스테크놀로지,17년 12월,-51.6,-93.6,397.8,252.4,269.2
스카이문스테크놀로지,18년 12월,-35.2,-35.7,-20.1,-90.9,178.3
스카이문스테크놀로지,19년 12월,-79.2,175.5,-168.1,-71.8,106.5
스카이이앤엠,15년 12월,-24.2,43.5,-21.0,-1.7,3.4
스카이이앤엠,16년 12월,-32.0,138.7,-102.5,4.2,7.6
스카이이앤엠,17년 12월,-102.8,-49.2,203.1,53.0,60.6
스카이이앤엠,18년 12월,-30.1,-25.1,68.9,17.8,78.4
스카이이앤엠,19년 12월,-71.9,-221.2,233.3,-59.8,18.5
스킨앤스킨,15년 12월,-89.8,-75.2,219.0,54.2,72.0
스킨앤스킨,16년 12월,6.4,-33.8,53.4,26.1,98.1
스킨앤스킨,17년 12월,-49.4,-22.1,59.6,-12.2,85.9
스킨앤스킨,18년 12월,-23.9,-27.1,163.7,112.4,198.4
스킨앤스킨,19년 12월,-36.3,-55.5,27.4,2.5,200.8
스타모빌리티,15년 12월,-40.4,14.2,60.9,34.8,51.6
스타모빌리티,16년 12월,-23.9,-114.0,165.2,27.3,78.9
스타모빌리티,17년 12월,-5.7,-43.1,5.5,-44.3,34.5
스타모빌리티,18년 12월,-98.8,-175.0,275.8,2.0,36.5
스타모빌리티,19년 12월,-242.1,22.0,309.8,89.7,125.8
스타플렉스,15년 12월,141.8,3.0,-94.4,50.1,61.6
스타플렉스,16년 12월,-29.3,37.2,-37.0,-27.4,34.2
스타플렉스,17년 12월,-40.4,-133.6,183.6,8.6,42.8
스타플렉스,18년 12월,-4.8,55.4,-63.0,-11.0,31.8
스타플렉스,19년 12월,-31.8,17.9,14.8,0.5,32.2
스튜디오드래곤,15년 12월, , , , , 
스튜디오드래곤,16년 12월,-124.3,-695.4,934.9,115.2,115.2
스튜디오드래곤,17년 12월,-71.8,"-1,410.4","1,881.1",398.2,513.3
스튜디오드래곤,18년 12월,-290.5,"1,405.9",-97.4,"1,017.1","1,530.4"
스튜디오드래곤,19년 12월,-121.8,-809.5,-0.4,-932.0,598.3
스튜디오산타클로스,15년 12월,-29.6,43.1,-0.2,13.4,17.6
스튜디오산타클로스,16년 12월,-8.4,-98.2,310.5,203.8,221.5
스튜디오산타클로스,17년 12월,-91.7,-28.7,4.1,-116.3,105.2
스튜디오산타클로스,18년 12월,-27.5,32.0,-3.3,1.2,106.4
스튜디오산타클로스,19년 12월,-7.2,20.6,100.0,113.5,219.9
스페코,15년 12월,63.3,57.4,-37.2,85.5,159.4
스페코,16년 12월,74.8,-53.4,-135.7,-108.3,51.1
스페코,17년 12월,62.6,-24.8,25.4,55.2,106.3
스페코,18년 12월,9.9,20.1,-92.0,-54.2,52.1
스페코,19년 12월,73.9,89.5,-97.5,68.2,120.3
승일,15년 12월,62.7,-149.7,93.2,9.1,114.8
승일,16년 12월,75.7,-6.7,-33.4,40.6,155.4
승일,17년 12월,61.7,-27.6,-5.0,19.1,174.5
승일,18년 12월,24.2,134.7,-5.0,164.3,338.8
승일,19년 12월,68.5,-175.0,-57.0,-159.9,178.9
시공테크,15년 12월,27.5,-56.6,-7.9,-37.0,111.4
시공테크,16년 12월,-16.8,71.7,6.5,61.2,172.6
시공테크,17년 12월,204.7,-162.5,-7.0,34.4,206.9
시공테크,18년 12월,-92.0,47.6,-25.4,-69.3,137.7
시공테크,19년 12월,146.2,-74.1,-1.5,70.3,207.9
시그네틱스,15년 12월,315.9,-319.8,-7.0,-10.7,4.6
시그네틱스,16년 12월,42.2,-98.5,89.6,33.8,38.4
시그네틱스,17년 12월,415.7,-295.0,-99.9,20.3,58.7
시그네틱스,18년 12월,183.1,-114.3,-59.2,9.5,68.2
시그네틱스,19년 12월,130.4,-46.5,-73.6,9.4,77.6
시너지이노베이션,15년 12월,-60.8,246.8,-127.8,58.3,60.1
시너지이노베이션,16년 12월,-11.7,-413.1,369.4,-2.3,57.9
시너지이노베이션,17년 12월,-48.7,-501.0,571.7,21.9,79.8
시너지이노베이션,18년 12월,28.1,-91.3,116.9,53.4,133.2
시너지이노베이션,19년 12월,53.3,-151.4,78.3,-20.5,112.7
시노펙스,15년 12월,71.2,-159.9,112.9,26.6,175.9
시노펙스,16년 12월,113.3,-98.5,17.6,33.8,209.7
시노펙스,17년 12월,224.6,-312.0,99.2,14.4,224.1
시노펙스,18년 12월,29.1,-161.5,167.4,34.9,259.0
시노펙스,19년 12월,260.5,-54.0,-162.7,43.8,302.8
시스웍,15년 12월,-0.5,-4.1,0.5,-4.1,2.9
시스웍,16년 12월,16.3,-0.9,-4.7,10.7,13.6
시스웍,17년 12월,76.0,-16.4,109.6,168.2,181.8
시스웍,18년 12월,8.8,-66.6,-1.4,-59.6,122.2
시스웍,19년 12월,38.8,-95.8,87.6,30.6,152.8
시큐브,15년 12월,31.5,4.3,-4.7,31.0,60.7
시큐브,16년 12월,38.0,-12.2,-3.9,21.9,82.5
시큐브,17년 12월,46.7,9.0,-5.7,49.3,131.9
시큐브,18년 12월,27.3,-17.5,-3.3,6.8,138.7
시큐브,19년 12월,65.0,-16.1,-3.7,45.3,184.0
신도기연,15년 12월, , , , , 
신도기연,16년 12월,5.1,-88.8,63.6,-20.0,2.7
신도기연,17년 12월,105.3,101.4,-21.3,183.3,186.0
신도기연,18년 12월,9.0,-69.1,49.0,-7.7,178.4
신도기연,19년 12월,149.5,-15.5,46.3,174.8,353.2
신라섬유,15년 12월,-7.7,-1.3,11.0,2.0,2.1
신라섬유,16년 12월,10.8,8.4,-20.7,-1.5,0.6
신라섬유,17년 12월,10.9,3.5,-12.8,1.5,2.1
신라섬유,18년 12월,10.4,-0.3,-10.1,-0.0,2.1
신라섬유,19년 12월,10.4,-0.4,-8.8,1.2,3.3
신라에스지,15년 12월,108.4,-6.0,-85.1,18.0,35.7
신라에스지,16년 12월,11.2,-47.4,26.2,-9.5,26.2
신라에스지,17년 12월,-16.8,-11.1,24.0,-4.9,21.2
신라에스지,18년 12월,9.5,-15.8,-4.5,-10.6,10.7
신라에스지,19년 12월,54.6,-9.6,-2.9,42.0,52.6
신라젠,15년 12월,-223.9,319.3,-56.3,40.8,553.1
신라젠,16년 12월,"-1,979.8",-203.5,"1,931.2",-246.7,306.4
신라젠,17년 12월,338.3,-293.8,60.9,95.8,402.3
신라젠,18년 12월,-484.3,254.8,61.9,-163.3,239.0
신라젠,19년 12월,-65.4,-87.3,-9.2,-159.0,80.0
신성델타테크,15년 12월,272.9,-137.1,-126.9,7.1,152.2
신성델타테크,16년 12월,89.3,-72.2,59.2,73.9,226.1
신성델타테크,17년 12월,242.7,-85.6,-176.4,-25.5,200.6
신성델타테크,18년 12월,182.9,-209.5,-48.0,-75.7,124.9
신성델타테크,19년 12월,64.5,-150.2,171.2,90.4,215.3
신신제약,15년 12월,52.4,-18.7,-33.9,-0.2,3.5
신신제약,16년 12월,27.9,-55.9,30.7,3.0,6.5
신신제약,17년 12월,45.7,-36.0,56.7,66.3,72.8
신신제약,18년 12월,7.7,-256.7,195.1,-53.9,18.9
신신제약,19년 12월,-45.1,-205.6,243.2,-7.6,11.3
신영스팩5호,15년 12월, , , , , 
신영스팩5호,16년 12월, , , , , 
신영스팩5호,17년 12월, , , , , 
신영스팩5호,18년 12월, , , , , 
신영스팩5호,19년 12월,-1.4,-68.0,80.0,10.6,10.6
신영스팩6호,15년 12월, , , , , 
신영스팩6호,16년 12월, , , , , 
신영스팩6호,17년 12월, , , , , 
신영스팩6호,18년 12월, , , , , 
신영스팩6호,19년 12월, , , , , 
신원종합개발,15년 12월,-180.7,-63.1,89.2,-154.6,37.6
신원종합개발,16년 12월,118.8,72.0,-165.6,25.2,62.7
신원종합개발,17년 12월,10.8,-27.4,92.7,76.4,139.2
신원종합개발,18년 12월,-50.1,-168.6,178.9,-39.8,99.3
신원종합개발,19년 12월,286.8,-192.7,28.1,122.3,221.6
신일제약,15년 12월,95.6,-102.2,-5.7,-12.3,20.7
신일제약,16년 12월,42.3,-47.2,-10.5,-15.3,5.4
신일제약,17년 12월,86.7,-60.5,-9.0,17.2,22.6
신일제약,18년 12월,91.9,-88.2,-9.1,-5.4,17.3
신일제약,19년 12월,123.1,-98.7,-11.9,12.5,29.8
신진에스엠,15년 12월,29.6,-157.1,-1.7,-127.1,128.8
신진에스엠,16년 12월,56.8,-34.4,-31.2,-8.6,120.2
신진에스엠,17년 12월,45.3,-5.3,-21.0,19.7,140.0
신진에스엠,18년 12월,72.0,-188.2,92.0,-25.4,114.5
신진에스엠,19년 12월,57.3,-127.8,51.2,-17.1,97.4
신테카바이오,15년 12월, , , , , 
신테카바이오,16년 12월, , , , , 
신테카바이오,17년 12월,-24.9,15.2,10.0,0.3,0.6
신테카바이오,18년 12월,-23.7,-94.6,121.5,3.2,3.8
신테카바이오,19년 12월,127.2,-350.1,391.2,168.4,172.2
신한제5호스팩,15년 12월, , , , , 
신한제5호스팩,16년 12월, , , , , 
신한제5호스팩,17년 12월, , , , , 
신한제5호스팩,18년 12월, , , , , 
신한제5호스팩,19년 12월,-0.2,-80.0,94.3,14.1,14.1
신한제6호스팩,15년 12월, , , , , 
신한제6호스팩,16년 12월, , , , , 
신한제6호스팩,17년 12월, , , , , 
신한제6호스팩,18년 12월, , , , , 
신한제6호스팩,19년 12월,-1.8,-80.0,99.9,18.1,18.1
신화인터텍,15년 12월,143.9,-19.7,-137.8,-12.2,88.4
신화인터텍,16년 12월,185.4,-83.4,-49.6,52.7,141.0
신화인터텍,17년 12월,58.8,-68.3,-31.9,-41.7,99.3
신화인터텍,18년 12월,-49.7,-123.3,160.2,-13.0,86.3
신화인터텍,19년 12월,338.4,-49.9,-300.1,-11.8,74.5
신화콘텍,15년 12월,16.8,-187.5,94.3,-73.2,43.6
신화콘텍,16년 12월,57.6,-140.3,103.0,21.9,65.5
신화콘텍,17년 12월,92.6,-108.4,111.1,91.5,157.4
신화콘텍,18년 12월,79.6,-66.1,-25.9,-12.6,144.8
신화콘텍,19년 12월,12.4,-75.5,-20.3,-83.6,61.2
신흥에스이씨,15년 12월,-10.0,-89.6,68.7,-30.2,28.7
신흥에스이씨,16년 12월,173.3,-216.4,110.8,67.7,96.4
신흥에스이씨,17년 12월,95.5,-276.7,343.9,159.0,255.4
신흥에스이씨,18년 12월,51.2,-793.6,965.3,222.0,477.4
신흥에스이씨,19년 12월,202.7,-562.5,403.4,43.4,520.7
실리콘웍스,15년 12월,448.4,-81.5,31.0,398.7,"2,294.8"
실리콘웍스,16년 12월,490.4,6.4,-162.6,334.1,"2,628.9"
실리콘웍스,17년 12월,325.0,"-2,059.1",-146.4,"-1,881.6",747.3
실리콘웍스,18년 12월,273.7,"1,318.0",-113.9,"1,478.0","2,225.3"
실리콘웍스,19년 12월,206.9,"-1,172.0",-162.7,"-1,128.4","1,096.9"
심텍,15년 12월,656.8,-157.7,-468.3,30.5,32.3
심텍,16년 12월,394.7,-415.4,3.8,-17.4,14.9
심텍,17년 12월,"1,329.6",-608.6,-613.8,106.9,121.7
심텍,18년 12월,904.9,-994.7,233.4,151.0,272.7
심텍,19년 12월,-316.3,-737.0,871.0,-175.3,97.4
심텍홀딩스,15년 12월,926.9,-295.7,-598.3,32.7,66.4
심텍홀딩스,16년 12월,367.8,-426.8,33.4,-25.1,41.4
심텍홀딩스,17년 12월,"1,296.4",-610.4,-595.0,89.0,130.4
심텍홀딩스,18년 12월,885.3,-973.3,234.8,154.6,285.0
심텍홀딩스,19년 12월,-354.0,-736.0,943.3,-139.3,145.7
싸이맥스,15년 12월,99.7,-490.5,361.4,-29.4,27.9
싸이맥스,16년 12월,-10.3,3.0,13.9,6.4,34.3
싸이맥스,17년 12월,76.0,-342.4,288.8,66.0,100.3
싸이맥스,18년 12월,209.8,-104.1,-115.5,-9.8,90.4
싸이맥스,19년 12월,6.5,5.1,14.8,26.5,116.9
싸이토젠,15년 12월,-20.3,-2.9,43.3,20.1,24.1
싸이토젠,16년 12월,-23.6,-2.3,29.8,3.8,28.0
싸이토젠,17년 12월,-21.8,3.1,34.8,16.0,44.0
싸이토젠,18년 12월,-27.7,-191.3,195.9,-23.1,20.9
싸이토젠,19년 12월,-33.7,116.8,-3.4,79.7,100.7
쌍용정보통신,15년 12월,-174.7,78.2,95.5,-1.0,319.4
쌍용정보통신,16년 12월,-85.8,62.3,10.4,-13.1,306.3
쌍용정보통신,17년 12월,104.8,-41.0,-97.5,-34.0,272.3
쌍용정보통신,18년 12월,192.6,-81.7,-29.3,81.6,353.9
쌍용정보통신,19년 12월,121.5,-8.8,-24.3,88.4,442.3
썸에이지,15년 12월,89.4,-36.5,-0.1,52.9,67.0
썸에이지,16년 12월,-27.9,22.9,-16.5,-21.5,45.6
썸에이지,17년 12월,-86.9,80.2,-0.0,-6.7,38.8
썸에이지,18년 12월,-233.8,-87.4,360.4,39.1,78.0
썸에이지,19년 12월,-117.9,29.6,153.6,65.3,143.3
쎄노텍,15년 12월,37.1,-21.0,-17.9,-1.8,13.7
쎄노텍,16년 12월,44.7,-5.9,-24.9,14.1,27.8
쎄노텍,17년 12월,2.5,-23.0,13.7,-6.9,20.9
쎄노텍,18년 12월,5.6,-172.5,173.1,6.1,27.0
쎄노텍,19년 12월,9.4,-187.0,162.6,-15.0,12.0
쎄니트,15년 12월,59.4,-71.4,37.5,25.5,37.1
쎄니트,16년 12월,65.8,-158.3,101.2,9.2,46.4
쎄니트,17년 12월,102.6,-45.6,-17.5,38.9,85.2
쎄니트,18년 12월,44.5,-62.1,-24.1,-41.6,43.7
쎄니트,19년 12월,60.7,-20.2,14.5,54.8,98.5
쎄미시스코,15년 12월,29.9,37.0,-16.5,50.5,88.7
쎄미시스코,16년 12월,-16.3,-57.8,42.7,-31.5,57.2
쎄미시스코,17년 12월,18.9,-47.9,85.5,56.5,113.6
쎄미시스코,18년 12월,-19.8,15.0,17.2,12.1,125.7
쎄미시스코,19년 12월,-86.1,-8.1,50.2,-43.8,81.9
쎄트렉아이,15년 12월,-47.0,101.7,-8.2,46.7,67.2
쎄트렉아이,16년 12월,91.5,-95.3,-6.4,-9.4,57.9
쎄트렉아이,17년 12월,111.4,-90.0,-5.8,14.9,72.7
쎄트렉아이,18년 12월,2.5,-41.9,17.6,-21.8,50.9
쎄트렉아이,19년 12월,324.2,-176.8,-0.4,147.4,198.3
쎌바이오텍,15년 12월,182.4,-149.7,-11.6,18.9,72.7
쎌바이오텍,16년 12월,179.9,-115.4,-30.9,33.2,105.9
쎌바이오텍,17년 12월,225.3,-74.1,-119.1,30.2,136.2
쎌바이오텍,18년 12월,139.8,-101.4,-41.4,-2.7,133.4
쎌바이오텍,19년 12월,102.3,-43.9,-96.2,-39.2,94.2
쏠리드,15년 12월,6.5,-256.9,170.3,-79.8,160.3
쏠리드,16년 12월,-406.5,-36.3,563.9,125.1,285.4
쏠리드,17년 12월,194.0,67.2,-86.8,161.6,447.0
